name,iata_code,airport,is_company,customer
Monclova Intl,LOV,True,True,False
Licenciado Benito Juarez Intl,MEX,True,True,False
General Mariano Escobedo Intl,MTY,True,True,False
General Rafael Buelna Intl,MZT,True,True,False
Nogales Intl,NOG,True,True,False
Quetzalcoatl Intl,NLD,True,True,False
Xoxocotlan Intl,OAX,True,True,False
Tajin,PAZ,True,True,False
Hermanos Serdan Intl,PBC,True,True,False
Ingeniero Juan Guillermo Villasana,PCA,True,True,False
Puerto Penasco,PPE,True,True,False
Piedras Negras Intl,PDS,True,True,False
Licenciado Y Gen Ignacio Lopez Rayon,UPN,True,True,False
Licenciado Gustavo Diaz Ordaz Intl,PVR,True,True,False
Puerto Escondido Intl,PXM,True,True,False
Queretaro Intercontinental,QRO,True,True,False
General Lucio Blanco Intl,REX,True,True,False
Los Cabos Intl,SJD,True,True,False
San Felipe Intl,,True,True,False
Ponciano Arriaga Intl,SLP,True,True,False
Tlaxcala,TXA,True,True,False
General Div P A Angel H Corzo Molina,,True,True,False
Torreon Intl,TRC,True,True,False
Angel Albino Corzo,TGZ,True,True,False
General Abelardo L Rodriguez Intl,TIJ,True,True,False
General Francisco Javier Mina Intl,TAM,True,True,False
Tamuin,TSL,True,True,False
Licenciado Adolfo Lopez Mateos Intl,TLC,True,True,False
Tapachula Intl,TAP,True,True,False
Cancun Intl,CUN,True,True,False
C P A Carlos Rovirosa Intl,VSA,True,True,False
General Heriberto Jara Intl,VER,True,True,False
General Leobardo C Ruiz Intl,ZCL,True,True,False
Ixtapa Zihuatanejo Intl,ZIH,True,True,False
Zamora,ZMM,True,True,False
Playa De Oro Intl,ZLO,True,True,False
Zapopan,,True,True,False
Bluefields,BEF,True,True,False
Los Brasiles,,True,True,False
Leon,,True,True,False
Managua Intl,MGA,True,True,False
Puerto Cabezas,PUZ,True,True,False
Bocas Del Toro Intl,BOC,True,True,False
Cap Manuel Nino Intl,CHX,True,True,False
Enrique Malek Intl,DAV,True,True,False
Howard,HOW,True,True,False
Marcos A Gelabert Intl,PAC,True,True,False
Ruben Cantu,,True,True,False
Tocumen Intl,PTY,True,True,False
Buenos Aires,,True,True,False
North Las Vegas Airport,VGT,True,True,False
Coto 47,OTR,True,True,False
Chacarita,,True,True,False
Brown County Airport,,True,True,False
El Carmen De Siquirres,,True,True,False
Nuevo Palmar Sur,,True,True,False
Golfito,GLF,True,True,False
Guapiles,,True,True,False
Daniel Oduber Quiros Intl,LIR,True,True,False
Los Chiles,,True,True,False
Limon Intl,LIO,True,True,False
Nosara,NOB,True,True,False
Juan Santamaria Intl,SJO,True,True,False
Pandora,,True,True,False
Palmar Sur,PMZ,True,True,False
La Managua,XQP,True,True,False
Santa Clara De Guapiles,,True,True,False
San Vito De Java,,True,True,False
El Salvador Intl,SAL,True,True,False
Ilopango Intl,,True,True,False
Cayes,,True,True,False
Cap Haitien Intl,CAP,True,True,False
Jacmel,,True,True,False
Toussaint Louverture Intl,PAP,True,True,False
Gustavo Rizo,BCA,True,True,False
Carlos Manuel De Cespedes,BYM,True,True,False
Maximo Gomez,AVI,True,True,False
Jardines Del Rey,,True,True,False
Jaime Gonzalez,CFG,True,True,False
Vilo Acuna Intl,CYO,True,True,False
Ignacio Agramonte Intl,CMW,True,True,False
Antonio Maceo Intl,SCU,True,True,False
Florida,,True,True,False
Guantanamo Bay Ns,,True,True,False
Mariana Grajales,GAO,True,True,False
Jose Marti Intl,HAV,True,True,False
Frank Pais Intl,HOG,True,True,False
La Coloma,LCL,True,True,False
Orestes Acosta,MOA,True,True,False
Sierra Maestra,MZO,True,True,False
Rafael Cabrera,GER,True,True,False
Playa Baracoa,,True,True,False
Pinar Del Rio,,True,True,False
San Antonio De Los Banos,,True,True,False
Abel Santamaria,SNU,True,True,False
Santa Lucia,,True,True,False
Siguanea,,True,True,False
Sancti Spiritus,,True,True,False
Grand Geneva Resort Airport,C02,True,True,False
Juan Gualberto Gomez Intl,VRA,True,True,False
Hermanos Ameijeiras,VTU,True,True,False
Gerrard Smith Intl,CYB,True,True,False
Owen Roberts Intl,GCM,True,True,False
Clarence A Bain,,True,True,False
Fresh Creek,ASD,True,True,False
Marsh Harbour,MHH,True,True,False
San Andros,SAQ,True,True,False
Spring Point,AXP,True,True,False
Sandy Point,,True,True,False
Treasure Cay,TCB,True,True,False
Chub Cay,CCZ,True,True,False
Great Harbour Cay,,True,True,False
South Bimini,BIM,True,True,False
De Kalb Taylor Municipal Airport,DKB,True,True,False
Exuma Intl,GGT,True,True,False
George Town,,True,True,False
North Eleuthera,ELH,True,True,False
Governors Harbour,GHB,True,True,False
Normans Cay,,True,True,False
Rock Sound,RSD,True,True,False
Staniel Cay,,True,True,False
Grand Bahama Intl,FPO,True,True,False
Matthew Town,IGA,True,True,False
Deadmans Cay,LGI,True,True,False
Stella Maris,SML,True,True,False
Mayaguana,MYG,True,True,False
Lynden Pindling Intl,NAS,True,True,False
Duncan Town,,True,True,False
New Port Nelson,,True,True,False
San Salvador,ZSA,True,True,False
Philip S W Goldson Intl,BZE,True,True,False
Aitutaki,AIT,True,True,False
Rarotonga Intl,RAR,True,True,False
Nadi Intl,NAN,True,True,False
Nausori Intl,SUV,True,True,False
Fua Amotu Intl,TBU,True,True,False
Vavau Intl,VAV,True,True,False
Bonriki Intl,TRW,True,True,False
Tabiteuea North,TBF,True,True,False
Maitland Airport,MTL,True,True,False
Wallis,WLS,True,True,False
Faleolo Intl,APW,True,True,False
Pago Pago Intl,PPG,True,True,False
Rurutu,RUR,True,True,False
Tubuai,TUB,True,True,False
Anaa,AAA,True,True,False
Fangatau,,True,True,False
Tikehau,TIH,True,True,False
Reao,REA,True,True,False
Fakarava,FAV,True,True,False
Manihi,XMH,True,True,False
Totegegie,GMR,True,True,False
Kaukura,KKR,True,True,False
Makemo,MKP,True,True,False
Puka Puka,PKP,True,True,False
Takapoto,TKP,True,True,False
Arutua,AXR,True,True,False
Mataiva,MVT,True,True,False
Takaroa,TKX,True,True,False
Nuku Hiva,NHV,True,True,False
Purude University Airport,LAF,True,True,False
Bora Bora,BOB,True,True,False
Rangiroa,RGI,True,True,False
Huahine,HUH,True,True,False
Moorea,MOZ,True,True,False
Hao,HOI,True,True,False
Maupiti,MAU,True,True,False
Raiatea,RFP,True,True,False
Port Vila Bauerfield,VLI,True,True,False
Kone,KNQ,True,True,False
Koumac,KOC,True,True,False
Lifou,LIF,True,True,False
Magenta,GEA,True,True,False
Mare,MEE,True,True,False
Touho,TOU,True,True,False
Ouvea,UVE,True,True,False
La Tontouta,NOU,True,True,False
Auckland Intl,AKL,True,True,False
Taupo,TUO,True,True,False
Ardmore,AMZ,True,True,False
Christchurch Intl,CHC,True,True,False
Chatham Islands,CHT,True,True,False
Dunedin,DUD,True,True,False
Gisborne,GIS,True,True,False
Glentanner,MON,True,True,False
Hokitika,HKK,True,True,False
Hamilton,HLZ,True,True,False
Hastings,,True,True,False
Kerikeri,KKE,True,True,False
Kaitaia,KAT,True,True,False
Alexandra,ALR,True,True,False
Mount Cook,GTN,True,True,False
Manapouri,TEU,True,True,False
Masterton,MRO,True,True,False
New Plymouth,NPL,True,True,False
Nelson,NSN,True,True,False
Invercargill,IVC,True,True,False
Ohakea,,True,True,False
Oamaru,OAM,True,True,False
Palmerston North,PMR,True,True,False
Paraparaumu,PPQ,True,True,False
Queenstown,ZQN,True,True,False
Rotorua,ROT,True,True,False
Waiouru,,True,True,False
South Pole Station,,True,True,False
Tauranga,TRG,True,True,False
Timaru,TIU,True,True,False
Pukaki,,True,True,False
Woodbourne,BHE,True,True,False
Mcmurdo Station,,True,True,False
Wanaka,WKA,True,True,False
Wigram,,True,True,False
Whakatane,WHK,True,True,False
Wellington Intl,WLG,True,True,False
Wairoa,,True,True,False
Whenuapai,,True,True,False
Whangarei,WRE,True,True,False
Westport,WSZ,True,True,False
Wanganui,WAG,True,True,False
Herat,HEA,True,True,False
Jalalabad,JAA,True,True,False
Kabul Intl,KBL,True,True,False
Kandahar,KDH,True,True,False
Maimana,MMZ,True,True,False
Mazar I Sharif,MZR,True,True,False
Shindand,,True,True,False
Sheberghan,,True,True,False
Konduz,UND,True,True,False
Bahrain Intl,BAH,True,True,False
Shaikh Isa,,True,True,False
Abha,AHB,True,True,False
Al Ahsa,HOF,True,True,False
Al Baha,ABT,True,True,False
Bisha,BHH,True,True,False
Abqaiq,,True,True,False
King Fahd Intl,DMM,True,True,False
King Abdulaziz Ab,DHA,True,True,False
King Abdullah Bin Abdulaziz,GIZ,True,True,False
Gassim,ELQ,True,True,False
Guriat,URY,True,True,False
Hail,HAS,True,True,False
Jubail,,True,True,False
King Faisal Naval Base,,True,True,False
King Abdulaziz Intl,JED,True,True,False
King Khaled Military City,HBT,True,True,False
Prince Mohammad Bin Abdulaziz,MED,True,True,False
Nejran,EAM,True,True,False
Qaisumah,AQI,True,True,False
Pump Station 3,,True,True,False
Pump Station 6,,True,True,False
Pump Station 10,,True,True,False
Rabigh,,True,True,False
Rafha,RAH,True,True,False
King Khaled Intl,RUH,True,True,False
Ras Mishab,,True,True,False
Arar,RAE,True,True,False
Ras Tanura,,True,True,False
Sharurah,SHW,True,True,False
Mudgee Airport,DGE,True,True,False
Sulayel,SLF,True,True,False
Tabuk,TUU,True,True,False
Taif,TIF,True,True,False
Thumamah,,True,True,False
Ras Tanajib,,True,True,False
Turaif,TUI,True,True,False
Miami University Airport,OXD,True,True,False
Wejh,EJH,True,True,False
Yenbo,YNB,True,True,False
Abadan,ABD,True,True,False
Dezful,,True,True,False
Aghajari,,True,True,False
Gachsaran,,True,True,False
Shahid Asyaee,QMJ,True,True,False
Omidiyeh,,True,True,False
Mahshahr,MRX,True,True,False
Ahwaz,AWZ,True,True,False
Abumusa Island,,True,True,False
Bushehr,BUZ,True,True,False
Bastak,,True,True,False
Asaloyeh,,True,True,False
Kish Island,KIH,True,True,False
Bandar Lengeh,BDH,True,True,False
Khark Island,,True,True,False
Sirri Island,,True,True,False
Lavan Island,,True,True,False
Shahid Ashrafi Esfahani,KSH,True,True,False
Sanandaj,SDG,True,True,False
Hesa,,True,True,False
Shahid Vatan Pour Air Base,,True,True,False
Kashan,,True,True,False
Esfahan Shahid Beheshti Intl,,True,True,False
Badr Air Base,,True,True,False
Rasht,RAS,True,True,False
Delaware County Airport,MIE,True,True,False
Arak,,True,True,False
Ghazvin Azadi,,True,True,False
Kushke Nosrat,,True,True,False
Doshan Tappeh,,True,True,False
Imam Khomeini Intl,,True,True,False
Ghale Morghi,,True,True,False
Mehrabad Intl,THR,True,True,False
Ghazvin,,True,True,False
Naja,,True,True,False
Bandar Abbass Intl,BND,True,True,False
Jiroft,,True,True,False
Kerman,KER,True,True,False
Havadarya,,True,True,False
Dayrestan,,True,True,False
Sirjan,,True,True,False
Birjand,XBJ,True,True,False
Sarakhs,,True,True,False
Shahroud,,True,True,False
Whitsunday Airstrip,WSY,True,True,False
Tabas,,True,True,False
Kalaleh,,True,True,False
Ramsar,RZR,True,True,False
Aeropuerto de Rafaela,RAF,True,True,False
Fasa,,True,True,False
Jahrom,,True,True,False
Lamerd,,True,True,False
Shiraz Shahid Dastghaib Intl,SYZ,True,True,False
Khoy,,True,True,False
Sabadell Airport,QSA,True,True,False
Tabriz Intl,TBZ,True,True,False
Zanjan,,True,True,False
Yazd Shahid Sadooghi,AZD,True,True,False
Zabol,,True,True,False
Chah Bahar,ZBR,True,True,False
Zahedan Intl,ZAH,True,True,False
Iran Shahr,,True,True,False
Saravan,,True,True,False
Queen Alia Intl,AMM,True,True,False
Marka Intl,ADJ,True,True,False
Aqaba King Hussein Intl,AQJ,True,True,False
Prince Hasan,,True,True,False
Jerusalem,,True,True,False
King Hussein,OMF,True,True,False
Kuwait Intl,KWI,True,True,False
Rafic Hariri Intl,BEY,True,True,False
Rene Mouawad,,True,True,False
Abu Dhabi Intl,AUH,True,True,False
Bateen,AZI,True,True,False
Al Hamra Aux,,True,True,False
Jebel Dhana,,True,True,False
Reykjahlid Airport,MVA,True,True,False
Al Dhafra,,True,True,False
Arzanah,,True,True,False
Das Island,,True,True,False
Zirku,,True,True,False
Dubai Intl,DXB,True,True,False
Fujairah Intl,FJR,True,True,False
Ras Al Khaimah Intl,RKT,True,True,False
Sharjah Intl,SHJ,True,True,False
Khasab,KHS,True,True,False
Masirah,MSH,True,True,False
Seeb Intl,MCT,True,True,False
Salalah,SLL,True,True,False
Thumrait,TTH,True,True,False
Bhagatanwala,,True,True,False
Spray View Airport,,True,True,False
Lyon Part-Dieu Railway,XYD,True,True,False
Faisalabad Intl,LYP,True,True,False
Gwadar,GWD,True,True,False
Gilgit,GIL,True,True,False
Shahbaz Ab,,True,True,False
Jinnah Intl,KHI,True,True,False
Allama Iqbal Intl,LHE,True,True,False
Walton,,True,True,False
Mangla,,True,True,False
Muzaffarabad,MFG,True,True,False
Mianwali,,True,True,False
Moenjodaro,MJD,True,True,False
Masroor,,True,True,False
Multan Intl,MUX,True,True,False
Nawabshah,WNS,True,True,False
Okara,,True,True,False
Panjgur,PJG,True,True,False
Pasni,PSI,True,True,False
Peshawar Intl,PEW,True,True,False
Qasim,,True,True,False
Quetta,UET,True,True,False
Sheikh Zayed,RYK,True,True,False
Chaklala,ISB,True,True,False
Risalpur,,True,True,False
Rawalakot,RAZ,True,True,False
Point Roberts Airpark,1RL,True,True,False
Sukkur,SKZ,True,True,False
Saidu Sharif,SDT,True,True,False
Sui,SUL,True,True,False
Talhar,BDN,True,True,False
Wana,,True,True,False
Zhob,PZH,True,True,False
Basrah Intl,BSR,True,True,False
Aleppo Intl,ALP,True,True,False
Damascus Intl,DAM,True,True,False
Deir Zzor,DEZ,True,True,False
Bassel Al Assad Intl,LTK,True,True,False
Palmyra,PMS,True,True,False
Doha Intl,DOH,True,True,False
Canton,CIS,True,True,False
Rota Intl,ROP,True,True,False
Francisco C Ada Saipan Intl,SPN,True,True,False
Andersen Afb,UAM,True,True,False
Guam Intl,GUM,True,True,False
Tinian Intl,TIQ,True,True,False
Scone Airport,NSO,True,True,False
Marshall Islands Intl,MAJ,True,True,False
Dyess Aaf,,True,True,False
Bucholz Aaf,KWA,True,True,False
Cassidy Intl,CXI,True,True,False
Midway Atoll,MDY,True,True,False
Chuuk Intl,TKK,True,True,False
Pohnpei Intl,PNI,True,True,False
Babelthuap,ROR,True,True,False
Kosrae,KSA,True,True,False
Yap Intl,YAP,True,True,False
Shang Yi,KNH,True,True,False
Pingtung South,PIF,True,True,False
Longtan,,True,True,False
Fengnin,TTT,True,True,False
Lyudao,GNI,True,True,False
Kaohsiung Intl,KHH,True,True,False
Chiayi,CYI,True,True,False
Lanyu,KYD,True,True,False
Ching Chuang Kang,RMQ,True,True,False
Cessnock Airport,CES,True,True,False
Tainan,TNN,True,True,False
Hsinchu,,True,True,False
Magong,MZG,True,True,False
Jhihhang,,True,True,False
Pingtung North,,True,True,False
Sungshan,TSA,True,True,False
Taoyuan Intl,TPE,True,True,False
Wang An,WOT,True,True,False
Hualien,HUN,True,True,False
Narita Intl,NRT,True,True,False
Matsumoto,MMJ,True,True,False
Hyakuri,IBR,True,True,False
Minami Torishima,,True,True,False
Iwo Jima,IWO,True,True,False
Nanki Shirahama,SHM,True,True,False
Kohnan,,True,True,False
Obihiro,OBO,True,True,False
New Chitose,CTS,True,True,False
Hakodate,HKD,True,True,False
Chitose,SPK,True,True,False
Memanbetsu,MMB,True,True,False
Nakashibetsu,SHB,True,True,False
Tokachi,,True,True,False
Wakkanai,WKJ,True,True,False
Iki,IKI,True,True,False
Yamaguchi Ube,UBJ,True,True,False
Tsushima,TSJ,True,True,False
Monbetsu,MBE,True,True,False
Asahikawa,AKJ,True,True,False
Okushiri,OIR,True,True,False
Rishiri,RIS,True,True,False
Ashiya,,True,True,False
Yakushima,KUM,True,True,False
Fukue,FUJ,True,True,False
Fukuoka,FUK,True,True,False
New Tanegashima,TNE,True,True,False
Kagoshima,KOJ,True,True,False
Miyazaki,KMI,True,True,False
Nyutabaru,,True,True,False
Oita,OIT,True,True,False
New Kitakyushu,KKJ,True,True,False
Kumamoto,KMJ,True,True,False
Nagasaki,NGS,True,True,False
Kanoya,,True,True,False
Tsuiki,,True,True,False
Amami,ASJ,True,True,False
Okierabu,,True,True,False
Tokunoshima,TKN,True,True,False
Fukui,,True,True,False
Gifu,,True,True,False
Hamamatsu,,True,True,False
Komatsu,KMQ,True,True,False
Oki,OKI,True,True,False
Toyama,TOY,True,True,False
Shizuhama,,True,True,False
Hiroshima,HIJ,True,True,False
Okayama,OKJ,True,True,False
Izumo,IZO,True,True,False
Hofu,,True,True,False
Yonago Kitaro,YGJ,True,True,False
Iwakuni Mcas,,True,True,False
Kochi,KCZ,True,True,False
Matsuyama,MYJ,True,True,False
Osaka Intl,ITM,True,True,False
Tottori,TTJ,True,True,False
Tokushima,TKS,True,True,False
Takamatsu,TAK,True,True,False
Yao,,True,True,False
Ozuki,,True,True,False
Aomori,AOJ,True,True,False
Yamagata,GAJ,True,True,False
Sado,,True,True,False
Hachinohe,,True,True,False
Hanamaki,HNA,True,True,False
Akita,AXT,True,True,False
Misawa Ab,MSJ,True,True,False
Sendai,SDJ,True,True,False
Matsushima,,True,True,False
Sazena,LKS,True,True,False
Atsugi Naf,,True,True,False
Tateyama,,True,True,False
Hachijojima,HAC,True,True,False
Iruma,,True,True,False
Kisarazu,,True,True,False
Shimofusa,,True,True,False
Oshima,OIM,True,True,False
Kastner Aaf,,True,True,False
Tokyo Intl,HND,True,True,False
Yokota Ab,OKO,True,True,False
Gwangju,KWJ,True,True,False
Jeon Ju,,True,True,False
Yeosu,RSU,True,True,False
Sokcho,SHO,True,True,False
Gangneung,KAG,True,True,False
Macomb Municipal Airport,MQB,True,True,False
Jeju Intl,CJU,True,True,False
Jinhae,,True,True,False
Gimhae Intl,PUS,True,True,False
Bungle Bungle Airport,,True,True,False
Ulsan,USN,True,True,False
A 511,,True,True,False
Seoul Ab,SSN,True,True,False
Osan Ab,OSN,True,True,False
Gimpo,GMP,True,True,False
Suwon,,True,True,False
Pohang,KPO,True,True,False
Daegu Ab,TAE,True,True,False
Yecheon,YEC,True,True,False
Naha,OKA,True,True,False
Ie Shima Aux Ab,,True,True,False
Kadena Ab,DNA,True,True,False
Ishigaki,ISG,True,True,False
Kumejima,UEO,True,True,False
Minami Daito,MMD,True,True,False
Miyako,MMY,True,True,False
Kitadaito,KTD,True,True,False
Shimojishima,SHI,True,True,False
Tarama,,True,True,False
Yoron,RNJ,True,True,False
Futenma Mcas,,True,True,False
Yonaguni,OGN,True,True,False
Ninoy Aquino Intl,MNL,True,True,False
Mary Airport,MYP,True,True,False
Cotabato,CBO,True,True,False
Cagayan De Oro,CGY,True,True,False
Pagadian,PAG,True,True,False
Tambler,,True,True,False
Crocodile Camp,,True,True,False
Zamboanga Intl,ZAM,True,True,False
Baguio,BAG,True,True,False
Daet,,True,True,False
Basa Ab,,True,True,False
Lingayen,,True,True,False
San Jose,,True,True,False
Fernando Ab,,True,True,False
Mamburao,,True,True,False
Vigan,,True,True,False
Baler,,True,True,False
Kimana,,True,True,False
Solio Ranch Airport,,True,True,False
Kalundborg Flyveplads,,True,True,False
Bagabag,,True,True,False
Daniel Z Romualdez,TAC,True,True,False
Bacolod,BCD,True,True,False
Gardermoen Airport,GEN,True,True,False
Dumaguete,DGT,True,True,False
Caticlan,,True,True,False
Guiuan,,True,True,False
Iloilo,ILO,True,True,False
Kalibo,KLO,True,True,False
Mactan Cebu Intl,,True,True,False
Wausau Downtown Airport,AUW,True,True,False
Puerto Princesa,PPS,True,True,False
Antique,SJI,True,True,False
Comodoro Pierrestegui,COC,True,True,False
Gualeguaychu,GHU,True,True,False
Junin,,True,True,False
General Urquiza,PRA,True,True,False
Rosario,ROS,True,True,False
Sauce Viejo,SFN,True,True,False
Aeroparque Jorge Newbery,AEP,True,True,False
Ambrosio L V Taravella,COR,True,True,False
Chamical,,True,True,False
San Fernando,,True,True,False
Mariano Moreno,,True,True,False
La Plata,LPG,True,True,False
Moron,,True,True,False
El Palomar,,True,True,False
Chos Malal,,True,True,False
General Roca,,True,True,False
El Plumerillo,MDZ,True,True,False
Malargue,LGS,True,True,False
San Rafael,AFA,True,True,False
Catamarca,CTC,True,True,False
Santiago Del Estero,SDE,True,True,False
Tinogasta,,True,True,False
La Rioja,IRJ,True,True,False
Chilecito,,True,True,False
Teniente Benjamin Matienzo,TUC,True,True,False
San Juan,UAQ,True,True,False
Rio Cuarto Area De Material,RCU,True,True,False
Villa Dolores,VDR,True,True,False
Laboulaye,,True,True,False
Marcos Juarez,,True,True,False
Villa Reynolds,,True,True,False
San Luis,LUQ,True,True,False
Corrientes,CNQ,True,True,False
Resistencia,RES,True,True,False
Formosa,FMA,True,True,False
Cataratas Del Iguazu,IGR,True,True,False
Paso De Los Libres,AOL,True,True,False
Monte Caseros,,True,True,False
Posadas,PSS,True,True,False
Termal,,True,True,False
Salta,SLA,True,True,False
Jujuy,JUJ,True,True,False
Oran,ORA,True,True,False
La Quiaca,,True,True,False
Portage Municipal Airport,C47,True,True,False
Eldorado,,True,True,False
Goya,,True,True,False
Obera,,True,True,False
Reconquista,,True,True,False
Curuzu Cuatia,,True,True,False
El Bolson,EHL,True,True,False
Comodoro Rivadavia,CRD,True,True,False
Esquel,EQS,True,True,False
Almirante Zar,REL,True,True,False
Gobernador Castello,VDM,True,True,False
El Tehuelche,PMY,True,True,False
Base Marambio,,True,True,False
Puerto Deseado,PUD,True,True,False
Rio Grande,RGA,True,True,False
Rio Gallegos,RGL,True,True,False
Ushuaia Malvinas Argentinas,USH,True,True,False
San Julian,ULA,True,True,False
Perito Moreno,PMQ,True,True,False
Santa Cruz,RZA,True,True,False
Comandante Espora,BHI,True,True,False
Coronel Suarez,,True,True,False
Olavarria,,True,True,False
General Pico,,True,True,False
Tres Arroyos,,True,True,False
Bolivar,,True,True,False
Gogebic Iron County Airport,IWD,True,True,False
Mar Del Plata,MDQ,True,True,False
Presidente Peron,NQN,True,True,False
Mackinac Island Airport,MCD,True,True,False
Comodoro P Zanni,,True,True,False
Santa Rosa,RSA,True,True,False
San Carlos De Bariloche,BRC,True,True,False
Tandil,TDL,True,True,False
Villa Gesell,VLG,True,True,False
Cutralco,,True,True,False
Aviador C Campos,CPC,True,True,False
Conceicao Do Araguaia,CDJ,True,True,False
Campo Delio Jardim De Mattos,,True,True,False
Amapa,,True,True,False
Araraquara,AQA,True,True,False
Santa Maria,AJU,True,True,False
Assis,,True,True,False
Alta Floresta,AFL,True,True,False
Aracatuba,ARU,True,True,False
Val De Cans Intl,BEL,True,True,False
Comandante Gustavo Kraemer,BGX,True,True,False
Pampulha Carlos Drummond De Andrade,PLU,True,True,False
Bacacheri,BFH,True,True,False
Major Brigadeiro Doorgal Borges,,True,True,False
Presidente Juscelino Kubitschek,BSB,True,True,False
Bauru,BAU,True,True,False
Boa Vista,BVB,True,True,False
Barra Do Garcas,,True,True,False
Cascavel,CAC,True,True,False
Cachimbo,,True,True,False
Tancredo Neves Intl,CNF,True,True,False
Campo Grande,CGR,True,True,False
Chapeco,XAP,True,True,False
Carolina,CLN,True,True,False
Forquilhinha,CCM,True,True,False
Canoas,,True,True,False
Bartolomeu Lisandro,CAW,True,True,False
Corumba Intl,CMG,True,True,False
Afonso Pena,CWB,True,True,False
Caravelas,CRQ,True,True,False
Campo Dos Bugres,CXJ,True,True,False
Marechal Rondon,CGB,True,True,False
Cruzeiro do Sul,CZS,True,True,False
Presidente Prudente,PPB,True,True,False
Eduardo Gomes Intl,MAO,True,True,False
Jacareacanga,,True,True,False
Sao Pedro Da Aldeia,,True,True,False
Cataratas Intl,IGU,True,True,False
Hercilio Luz,FLN,True,True,False
Fernando De Noronha,FEN,True,True,False
Fronteira,,True,True,False
Furnas,,True,True,False
Pinto Martins Intl,FOR,True,True,False
Galeao Antonio Carlos Jobim,GIG,True,True,False
Guajara Mirim,,True,True,False
Santa Genoveva,GYN,True,True,False
Embraer Unidade Gaviao Peixoto,,True,True,False
Guarulhos Gov Andre Franco Montouro,GRU,True,True,False
Guaratingueta,,True,True,False
Altamira,ATM,True,True,False
Itacoatiara,,True,True,False
Itaituba,,True,True,False
Ilheus,IOS,True,True,False
Usiminas,IPN,True,True,False
Hidroeletrica,,True,True,False
Prefeito Renato Moreira,IMP,True,True,False
Julio Cesar,,True,True,False
Francisco De Assis,JDF,True,True,False
Presidente Castro Pinto,JPA,True,True,False
Lauro Carneiro De Loyola,JOI,True,True,False
Presidente Joao Suassuna,CPV,True,True,False
Viracopos,VCP,True,True,False
Lages,,True,True,False
Lins,LIP,True,True,False
Londrina,LDB,True,True,False
Bom Jesus Da Lapa,LAZ,True,True,False
Lagoa Santa,,True,True,False
Maraba,MAB,True,True,False
Monte Dourado,,True,True,False
Regional De Maringa Silvio Name Junior,MGF,True,True,False
Mario Ribeiro,MOC,True,True,False
Grand Marais Cook County Airport,GRM,True,True,False
Ponta Pelada,,True,True,False
Zumbi Dos Palmares,MCZ,True,True,False
Macapa,MCP,True,True,False
Dix Sept Rosado,,True,True,False
Marte,,True,True,False
Manicore,MNX,True,True,False
Ministro Victor Konder Intl,NVT,True,True,False
Santo Angelo,GEL,True,True,False
Augusto Severo,NAT,True,True,False
Oiapoque,,True,True,False
Salgado Filho,POA,True,True,False
Prefeito Doutor Joao Silva Filho,,True,True,False
Pocos De Caldas,POO,True,True,False
Lauro Kurtz,PFB,True,True,False
Pelotas,PET,True,True,False
Senador Nilo Coelho,PNZ,True,True,False
Porto Nacional,PNB,True,True,False
Ponta Pora,PMG,True,True,False
Governador Jorge Teixeira De Oliveira,PVH,True,True,False
Porter County Municipal Airport,NPZ,True,True,False
PlÃ¡cido de Castro,RBR,True,True,False
Guararapes Gilberto Freyre Intl,REC,True,True,False
Rio Grande,RIG,True,True,False
Santos Dumont,SDU,True,True,False
Leite Lopes,RAO,True,True,False
Santa Cruz,STU,True,True,False
Professor Urbano Ernesto Stumpf,SJK,True,True,False
Marechal Cunha Machado Intl,SLZ,True,True,False
Congonhas,CGH,True,True,False
Sao Jose Do Rio Preto,SJP,True,True,False
Base Aerea De Santos,SSZ,True,True,False
Deputado Luis Eduardo Magalhaes,SSA,True,True,False
Trombetas,TMT,True,True,False
Senador Petronio Portella,THE,True,True,False
Tefe,TFF,True,True,False
Tarauaca,,True,True,False
Telemaco Borba,,True,True,False
Tirios,,True,True,False
Tabatinga,TBT,True,True,False
Tucurui,TUR,True,True,False
Sao Gabriel Da Cachoeira,,True,True,False
Paulo Afonso,PAV,True,True,False
Rubem Berta,URG,True,True,False
Ten Cel Av Cesar Bombonato,UDI,True,True,False
Urubupunga,,True,True,False
Uberaba,UBA,True,True,False
Major Brigadeiro Trompowsky,VAG,True,True,False
Vilhena,BVH,True,True,False
Goiabeiras,VIX,True,True,False
Iauarete,,True,True,False
Campo Fontenelle,QPS,True,True,False
Chacalluta,ARI,True,True,False
Balmaceda,BBA,True,True,False
El Bosque,,True,True,False
Chile Chico,CCH,True,True,False
El Loa,CJC,True,True,False
General Bernardo O Higgins,,True,True,False
Carlos Ibanez Del Campo Intl,PUQ,True,True,False
Teniente Vidal,GXQ,True,True,False
Diego Aracena Intl,IQQ,True,True,False
Arturo Merino Benitez Intl,SCL,True,True,False
Cerro Moreno Intl,ANF,True,True,False
Capitan Fuentes Martinez,,True,True,False
Futaleufu,,True,True,False
Maria Dolores,LSQ,True,True,False
Guardiamarina Zanartu,,True,True,False
Carriel Sur Intl,CCP,True,True,False
Mataveri Intl,IPC,True,True,False
Canal Bajo Carlos Hott Siebert,ZOS,True,True,False
Vallenar,,True,True,False
De La Independencia,,True,True,False
Teniente Rodolfo Marsh Martin,,True,True,False
La Florida,LSC,True,True,False
Eulogio Sanchez,,True,True,False
